Full Name,Company,Contact Rank,Job Title,Employer / Agency,Contact Type,Why This Contact,LinkedIn / Route,Email,Verification Confidence,Verified / Researched,Source URL,Suggested Personalization,Outreach Status,Last Contact,Next Follow-up,Notes,Is Placeholder
TO RESEARCH,Planet Wild,3,Creator Partnerships / Sponsorships Manager,Planet Wild,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/typeashton,Search Planet Wild + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Planet Wild,4,Partnerships / Affiliate Manager,Planet Wild,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/typeashton,Search Planet Wild + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Planet Wild,5,Growth / Performance Marketing Manager,Planet Wild,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/typeashton,Search Planet Wild + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Airalo,1,Head of Influencer / Creator Marketing,Airalo,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://www.airalo.com,Search Airalo + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Airalo,2,Influencer Marketing Manager,Airalo,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://www.airalo.com,Search Airalo + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Airalo,3,Creator Partnerships / Sponsorships Manager,Airalo,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://www.airalo.com,Search Airalo + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Airalo,4,Partnerships / Affiliate Manager,Airalo,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://www.airalo.com,Search Airalo + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Airalo,5,Growth / Performance Marketing Manager,Airalo,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://www.airalo.com,Search Airalo + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Holafly,1,Head of Influencer / Creator Marketing,Holafly,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://esim.holafly.com,Search Holafly + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Holafly,2,Influencer Marketing Manager,Holafly,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://esim.holafly.com,Search Holafly + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Holafly,3,Creator Partnerships / Sponsorships Manager,Holafly,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://esim.holafly.com,Search Holafly + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Holafly,4,Partnerships / Affiliate Manager,Holafly,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://esim.holafly.com,Search Holafly + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Holafly,5,Growth / Performance Marketing Manager,Holafly,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://esim.holafly.com,Search Holafly + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,RoboForm,1,Head of Influencer / Creator Marketing,RoboForm,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search RoboForm + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,RoboForm,2,Influencer Marketing Manager,RoboForm,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search RoboForm + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,RoboForm,3,Creator Partnerships / Sponsorships Manager,RoboForm,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search RoboForm + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,RoboForm,4,Partnerships / Affiliate Manager,RoboForm,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search RoboForm + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,RoboForm,5,Growth / Performance Marketing Manager,RoboForm,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search RoboForm + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Squarespace,1,Head of Influencer / Creator Marketing,Squarespace,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Squarespace + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Squarespace,2,Influencer Marketing Manager,Squarespace,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Squarespace + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Squarespace,3,Creator Partnerships / Sponsorships Manager,Squarespace,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Squarespace + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Squarespace,4,Partnerships / Affiliate Manager,Squarespace,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Squarespace + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Squarespace,5,Growth / Performance Marketing Manager,Squarespace,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/cybernews,Search Squarespace + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Shopify,1,Head of Influencer / Creator Marketing,Shopify,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/whataboutit,Search Shopify + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Shopify,2,Influencer Marketing Manager,Shopify,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/whataboutit,Search Shopify + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Shopify,3,Creator Partnerships / Sponsorships Manager,Shopify,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/whataboutit,Search Shopify + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Shopify,4,Partnerships / Affiliate Manager,Shopify,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/whataboutit,Search Shopify + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Shopify,5,Growth / Performance Marketing Manager,Shopify,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/whataboutit,Search Shopify + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,FlexiSpot,1,Head of Influencer / Creator Marketing,FlexiSpot,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/whataboutit,Search FlexiSpot + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,FlexiSpot,2,Influencer Marketing Manager,FlexiSpot,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/whataboutit,Search FlexiSpot + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,FlexiSpot,3,Creator Partnerships / Sponsorships Manager,FlexiSpot,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/whataboutit,Search FlexiSpot + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,FlexiSpot,4,Partnerships / Affiliate Manager,FlexiSpot,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/whataboutit,Search FlexiSpot + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,FlexiSpot,5,Growth / Performance Marketing Manager,FlexiSpot,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/whataboutit,Search FlexiSpot + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,dbrand,1,Head of Influencer / Creator Marketing,dbrand,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/taskandpurpose,Search dbrand + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,dbrand,2,Influencer Marketing Manager,dbrand,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/taskandpurpose,Search dbrand + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,dbrand,3,Creator Partnerships / Sponsorships Manager,dbrand,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/taskandpurpose,Search dbrand + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,dbrand,4,Partnerships / Affiliate Manager,dbrand,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/taskandpurpose,Search dbrand + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,dbrand,5,Growth / Performance Marketing Manager,dbrand,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/taskandpurpose,Search dbrand + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Factor,1,Head of Influencer / Creator Marketing,Factor,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/covertcabal,Search Factor + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Factor,2,Influencer Marketing Manager,Factor,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/covertcabal,Search Factor + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Factor,3,Creator Partnerships / Sponsorships Manager,Factor,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/covertcabal,Search Factor + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Factor,4,Partnerships / Affiliate Manager,Factor,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/covertcabal,Search Factor + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Factor,5,Growth / Performance Marketing Manager,Factor,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/covertcabal,Search Factor + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,HelloFresh,1,Head of Influencer / Creator Marketing,HelloFresh,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/covertcabal,Search HelloFresh + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,HelloFresh,2,Influencer Marketing Manager,HelloFresh,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/covertcabal,Search HelloFresh + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,HelloFresh,3,Creator Partnerships / Sponsorships Manager,HelloFresh,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/covertcabal,Search HelloFresh + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,HelloFresh,4,Partnerships / Affiliate Manager,HelloFresh,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/covertcabal,Search HelloFresh + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,HelloFresh,5,Growth / Performance Marketing Manager,HelloFresh,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/covertcabal,Search HelloFresh + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Call of War,1,Head of Influencer / Creator Marketing,Call of War,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://www.callofwar.com,Search Call of War + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Call of War,2,Influencer Marketing Manager,Call of War,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://www.callofwar.com,Search Call of War + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Call of War,3,Creator Partnerships / Sponsorships Manager,Call of War,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://www.callofwar.com,Search Call of War + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Call of War,4,Partnerships / Affiliate Manager,Call of War,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://www.callofwar.com,Search Call of War + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Call of War,5,Growth / Performance Marketing Manager,Call of War,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://www.callofwar.com,Search Call of War + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Enlisted (Gaijin),1,Head of Influencer / Creator Marketing,Enlisted (Gaijin),Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://enlisted.net,Search Enlisted (Gaijin) + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Enlisted (Gaijin),2,Influencer Marketing Manager,Enlisted (Gaijin),Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://enlisted.net,Search Enlisted (Gaijin) + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Enlisted (Gaijin),3,Creator Partnerships / Sponsorships Manager,Enlisted (Gaijin),Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://enlisted.net,Search Enlisted (Gaijin) + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Enlisted (Gaijin),4,Partnerships / Affiliate Manager,Enlisted (Gaijin),Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://enlisted.net,Search Enlisted (Gaijin) + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Enlisted (Gaijin),5,Growth / Performance Marketing Manager,Enlisted (Gaijin),Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://enlisted.net,Search Enlisted (Gaijin) + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,MasterClass,1,Head of Influencer / Creator Marketing,MasterClass,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://www.masterclass.com,Search MasterClass + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,MasterClass,2,Influencer Marketing Manager,MasterClass,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://www.masterclass.com,Search MasterClass + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,MasterClass,3,Creator Partnerships / Sponsorships Manager,MasterClass,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://www.masterclass.com,Search MasterClass + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,MasterClass,4,Partnerships / Affiliate Manager,MasterClass,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://www.masterclass.com,Search MasterClass + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,MasterClass,5,Growth / Performance Marketing Manager,MasterClass,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://www.masterclass.com,Search MasterClass + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Blinkist,1,Head of Influencer / Creator Marketing,Blinkist,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://www.blinkist.com,Search Blinkist + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Blinkist,2,Influencer Marketing Manager,Blinkist,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://www.blinkist.com,Search Blinkist + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Blinkist,3,Creator Partnerships / Sponsorships Manager,Blinkist,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://www.blinkist.com,Search Blinkist + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Blinkist,4,Partnerships / Affiliate Manager,Blinkist,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://www.blinkist.com,Search Blinkist + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Blinkist,5,Growth / Performance Marketing Manager,Blinkist,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://www.blinkist.com,Search Blinkist + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Luma AI,1,Head of Influencer / Creator Marketing,Luma AI,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://lumalabs.ai,Search Luma AI + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Luma AI,2,Influencer Marketing Manager,Luma AI,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://lumalabs.ai,Search Luma AI + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Luma AI,3,Creator Partnerships / Sponsorships Manager,Luma AI,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://lumalabs.ai,Search Luma AI + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Luma AI,4,Partnerships / Affiliate Manager,Luma AI,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://lumalabs.ai,Search Luma AI + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,Luma AI,5,Growth / Performance Marketing Manager,Luma AI,Escalation,Useful where creator media sits inside performance acquisition.,,,Open – no current person verified,2026-09-10,https://lumalabs.ai,Search Luma AI + 'Growth / Performance Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,MUBI,1,Head of Influencer / Creator Marketing,MUBI,Primary buyer,Find the person who owns creator acquisition and sponsorship budget.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/thecloserlook,Search MUBI + 'Head of Influencer / Creator Marketing'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,MUBI,2,Influencer Marketing Manager,MUBI,Primary operator,Likely day-to-day buyer/negotiator for integrations.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/thecloserlook,Search MUBI + 'Influencer Marketing Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,MUBI,3,Creator Partnerships / Sponsorships Manager,MUBI,Primary operator,Direct remit for creator deals and sponsorships.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/thecloserlook,Search MUBI + 'Creator Partnerships / Sponsorships Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
TO RESEARCH,MUBI,4,Partnerships / Affiliate Manager,MUBI,Secondary buyer,Useful for hybrid paid + performance structure or internal routing.,,,Open – no current person verified,2026-09-10,https://sponsorradar.com/channels/thecloserlook,Search MUBI + 'Partnerships / Affiliate Manager'. Validate current employment before messaging.,Research needed,,,Intentional research slot. Do not contact a guessed person; replace only after current role is verified.,Yes
